,Comment
5189,reparentthread call killorphanedpgrp if taskdetachednnif taskdetachedp T then eithernn a p is not the main thread we will find the group leader on then listnnornn b p is the group leader but it exitdead thisn can onli happen when the last subthread ha die but in that casen that thread ha alreadi call killorphanedpgrp fromn exitnotifynnin both case killorphanedpgrp look bogusnnmov the taskdetach check up and simplifi the code thi is alsonright from the common sens pov we should do noth with the detachednchild except move them to the new listnnnedoffbi oleg nesterov roland mcgrath eric W biederman andrew morton linu torvald san mehat 
5190,dowait fix wait for the group stop with the dead leadernndowaitwstop assum that must be taskstop thi isnnot true if the leader is alreadi dead check signalstopstop insteadnand use testcasenntvoid tfuncvoid argntnttpausenttreturn nullntnntint mainvoidntnttpthreadt null tfunc nullnttpthreadexitnullnttreturn react to Z and then to C or the task is stop butnbash see thisnnth bug is veri old and it wa report multipl time thi patch wa sentnmor than a year ago but it wa ignorednnthi chang also fix other odditi but not all in thi area fornexampl befor thi patchnnt$ sleep stop sleep $ strace p pidof sleepntprocess attach interrupt to quitnnstrac hang in dowait becaus wa alreadi consum bynbash after thi patch strace happili proceedsnnt sigtstp stop resum interrupt call me thi look much more natur and correctnnanoth exampl suppos we have the main thread M and subthreadnt the process is stop and it parent did waitwstop now we cannptrac T but not M thi look at least strang to mennimho dowait should not confus the perthread ptrace stop with thenperprocess job control stopsnnnedoffbi oleg nesterov deni vlasenko eric W biederman jan kratochvil kaz kylheku michael kerrisk roland mcgrath ulrich drepper andrew morton linu torvald san mehat 
5191,media video omap new supportnnnedoffbi erik gill 
5192,reparentthread fix a zombi leak if sbin ignor sigchldnnif sbin ignor sigchld and we repar a zombi it is leakednreparentthread doe donotifypar which set innthi case thi mean that nobodi except us can reap it the detachedntask is not visibl to dowaitn reparentthread to return a boolean like pthreaddetach tonind that the thread is dead and must be releas also changenforgetoriginalpar to add the child to ptracedead list in thisncasennth name becom insan the next patch doe the cleanupnnnedoffbi oleg nesterov roland mcgrath eric W biederman andrew morton linu torvald san mehat 
5193,media video omap chang driver config option to erik gill 
5194,reparentthread fix the is it trace checknnreparentthread use ptracerepar to check whether thi thread isnptrac in that case we should not notifi the new parentnnbut ptracerepar is not exactli correct when the repar threadni trace by sbin becaus forgetoriginalpar ha alreadynchang the onli problem is the fals notif but with the nextnpatch the kernel crash in thi ye patholog casennnedoffbi oleg nesterov roland mcgrath eric W biederman andrew morton linu torvald san mehat 
5195,mm prevent divid error for small valu of vmdirtybytesnnavoid set less than two page for vmdirtybyt thi is necessari tonavoid potenti divis by like the follow in getdirtylimitsnn divid error preempt smpn last sysf file cpu modul link in pcspkrn pid comm dd not taint rip rsp eflag rax rbx rcx rdx rsi rdi rbp FS CS DS ES process dd pid threadinfo task stackn call tracen code af ee ee af ac af ea rip rsp end trace nnnedoffbi andrea righi peter zijlstra david rientj dave chinner christoph lamet andrew morton linu torvald san mehat 
5196,media video omap ial dsi supportnnnedoffbi erik gill 
5197,mm fix procdointvecuserhzjiffi breakagennaddress jiffiestoclockt convert time in a somewhat strangenway from the point of viewnnt echo cat we have jiffi convert to onli clock tick and reportednbacknnticknsec inkernel variabl in unit pass from userspac will fix issuenof cours but thi probabl be right for everi sysctlnnakpmlinuxfoundationorg codingstyl fixesnnedoffbi alexey dobriyan peter zijlstra nick piggin andrew morton linu torvald san mehat 
5198,avoid ad forwardlock flag to updat system appnnconsid the follow casen an app exist in systemapp or vendorappn if it is updat as a forwardlock app by downloadn then instal in dataappprivaten and moreov if it is updat by the whole system imagenthen the system app be ad forwardlock flagnid 
5199,workaround for sometim gener random call on click a call button in the call lognnif a user releas a call button when the call log is redrawnnbi the contact inform sometim wrong number is callednbi a cach view with unordernso on click a call number is use not a number in current cach viewnbut a number in a view at a touch momentnid sunghyun kwon 
5200,updat for better compatibilityn 
5201,fix qemu vnc startupnnstart the emul with someth like qemu vnc result in a valid boot sequenc due to the way ournhwcontrol servic is ializednnthi patch fix the issu note howev that sinc a vnc clientncannot send proper touch event it can onli be use as a viewernat the momentnid 
5202,add support for get partitiondevic sizenid sebastian rasmussen 
5203,systembininput text now send all text to the devic even if it contain spacesnid 
5204,ban setuid or setgid tcpdump on devicesnndisallow a setuid or setgid tcpdump from appear on devicesntcpdump can be use by program to monitor all traffic into and outnof the phone potenti compromis privat datanid 
5205,netfilt have ipt reject set the sock err when an icmp is to be sentnnallow the reject rejectwith icmpblabla to also set the match errornloc on the socket affect by the rejectnthi allow the process to see an error almost as if it receiv itnvia icmpnit avoid the local process ingress packet is reject to have tonwait for a pseudoetern until some timeout kick innnid thi should be enabl with a new iptabl flag similar ton rejectwithsockerrnfor now it is enabl with configipnftargetrejectskerr optionnid JP abgral 
5206,workaround for sometim gener random call on click a call button in the call lognnif a user releas a call button when the call log is redrawnnbi the contact inform sometim wrong number is callednbi a cach view with unordernso on click a call number is use not a number in current cach viewnbut a number in a view at a touch momentnthi is workaroundnid sunghyun kwon 
5207,tweak prelink mapnid 
5208,cocoa implement for swtmenubarnnnot that in the android sdk tool we shipn swt in with carbon onlyn swt in with cocoa onlynnth previou implement wa carbononli and thenmenu were basic not when run onna recent mac from the commandlin thi missingnimplement fix itnnaft experi with variou implement ofnth origin swt cocoamenuenhanc I final settl withnthi one sinc it sole use reflect and doe notnimport anyth from the swtcocoa namespac thi meansnw can easili build thi use the makefil which onlynlink with the version of swtjarnnnot that on windowslinux the srcdarwin folder willnb ignor which is whi it is not map as a sourcendirectori and which is whi we build thi directlynfrom eclipsenid 
5209,modifi droiddoc gener to avoid find errorsn the code in droiddoc gener to avoid error from findnth sdk and target build hand differ path to droiddoc onenwith localpath set the other without droiddoc then prependsnlocalpath thi chang check to make sure not alreadynther befor prependingnth second find error call find on a directori that may bennonexist thi chang invok find on the directorynif the directori doe not existnid 
5210,workaround for sometim gener random call on click a call button in the call lognnif a user releas a call button when the call log is redrawnnbi the contact inform sometim wrong number is callednbi a cach view with unordernso on click a call number is use not a number in current cach viewnbut a number in a view at a touch momentnthi is workaroundnid sunghyun kwon 
5211,libsysutil socketlisten handl recv error more close the socket when ondataavail return fals if the socketni connectionlessnid 
5212,give the user a button when pin code fail at BT pairnnwhen pair with bluetooth you are enter a pin code but ifnth pin is wrong you are present with an error dialog and whennpress the ok button you will have to find your bluetoothndevic again in the UI list in order to retri A big americannoper want to have a retri button in the error dialog toneas the process when you insert wrong pin code thu startingnth pairng dialog again when you press retrynid 
5213,arm add as FM enabl gpio to pavan savoy 
5214,bluetooth Do not call rfcommsessionput due to rfcomm UA on close socketnnprocess a rfcomm UA frame when the socket is close and we were not thenrfcomm iator would caus rfcommsessionput to be call twice duringnrfcommprocessrx thi would caus a kernel panic in rfcommsessionclosennthi could be easili reproduc dure disconnect with devic such asnmotorola that send rfcomm UA follow quickli by disconnect requestnthi hcidump for thi look acl data handl flag dlen cid len psm rfcomm disc cr dlci pf ilen fc hci event number of complet packet handl packet acl data handl flag dlen cid len psm rfcomm UA cr dlci pf ilen fc acl data handl flag dlen cid len psm rfcomm disc cr dlci pf ilen fc hci event number of complet packet handl packet acl data handl flag dlen cid len psm rfcomm UA cr dlci pf ilen fc acl data handl flag dlen disconn req dcid scid call rfcommsessionput twice by skip thi callnin rfcommrecvua if the socket is closednnnedoffbi nick pelli 
5215,revert bluetooth fix kernel panic while disconnect rfcommnnthi revert commit thi fix did not address the unbalanc rfcommsessionputncal and panic dure thi disconnect sequenc with moto acl data handl flag dlen cid len psm rfcommd uih cr dlci pf ilen fc ciev hci event number of complet plen handl packet acl data handl flag dlen cid len psm rfcomm disc cr dlci pf ilen fc hci event number of complet plen handl packet acl data handl flag dlen cid len psm rfcomm UA cr dlci pf ilen fc acl data handl flag dlen cid len psm rfcomm disc cr dlci pf ilen fc hci event number of complet plen handl packet acl data handl flag dlen cid len psm rfcomm UA cr dlci pf ilen fc acl data handl flag dlen disconn req dcid scid acl data handl flag dlen disconn rsp dcid scid hci event number of complet plen handl packet hci event disconn complet plen statu handl reason reason remot user termin connectionnnnedoffbi nick pelli 
5216,modifi webkit to support superh platformnntmodifi javascriptcorewtfplatformhntmodifi webcoreplatformtextatomicstringcppn 
5217,posix timer fix rlimitcpu forknnse copi but rlimitcpu is lost becausenposixcputimersgroup set cputimeexpiresprofexp and thusnfastpathtimercheck return fals unless we have other cpu timersnnthi is the minim fix for test and the patch is notnoptim we need further cleanup here with thi patch updaterlimitcpuni not realli need but I think it should be removednnth proper fix I think isnnt setprocesscputim should just start the logic it doe no need to chang cputimeexpiresxxxexpnnt posixcputimersgroup should set when needednnt fastpathtimercheck can check instead ofnt peter lojkin oleg nesterov peter zijlstra roland mcgrath for ingo molnar san mehat 
5218,ad and modifi libdl to support superh architecturen 
5219,sched timer move calcload to schedulernndimitri sivanich notic that xtimelock is held write lock acrossncalcload which iter over all onlin cpu that can caus longnlat for xtimelock reader on larg smp systemsnnth load averag calcul is an rough estim anyway so there isnno real need to protect the reader vs the updat not a problemnwhen the avenrun array is updat while a reader copi the valuesnninstead of iter over all onlin cpu let the schedulertick codenupd the number of activ task shortli befor the avenrun updatenhappen the avenrun updat itself is handl by the cpu which callsndotimernn impact reduc xtimelock write lock section nnnedoffbi thoma gleixner peter zijlstra san mehat 
5220,ad header for superh which automat gener by updateallpynnbas on kernel archshincludeasmn 
5221,posixcputimersexitgroup Do not use threadgroupcputimernnwhen the process exit we have to run new cputim nornus run one as it not account when get process cpu time As there is onli one thread we cannjust use cpu time field from task and signal structsnnnedoffbi stanislaw gruszka peter zijlstra roland mcgrath vitali mayatskikh andrew morton ingo molnar san mehat 
5222,ad and modifi linker to support superh architecturen 
5223,sched timer cleanup avenrun usersnnavenrun is an rough estim so we have to worri aboutnconsist of the three avenrun valu remov the xtime lockndepend and provid a function to scale the valu cleanup thenusersnn impact cleanup nnnedoffbi thoma gleixner peter zijlstra san mehat 
5224,ad and modifi libm to support superh architecturen 
5225,sched remov unus field from struct rqnnimpact cleanup new schedstat abinnsinc they are use on in statist and are alway set to zero thenfollow field from struct rq have been remov yldexpemptynyldactempti and yldbothemptynnboth sched debug and schedstatvers version ha also beennincr sinc abi have been changednnth schedtop tool ha been updat to properli handl new version ofnschedstatnn httprtwikikernelorgindexphpschedtoputilitynnnedoffbi lui henriqu gregori haskin peter zijlstra ingo molnar san mehat 
5226,modifi to support superh architecturen 
5227,make the adb connect notif nonpersist use but asna persist notif it take up too much space especi fornus who are activ develop on their devicen 
5228,modifi elfutil androidmk to support superhn 
5229,modifi the power control widget to usenpowermanagersetscreenbrightnessoverrid instead ofnhardwareservicesetbrightnessnnthi is due to a bug where the method in hardwareservic turn on allnlight and doe not reset ani sort of timer on them so they stay onn 
5230,switch back to mksh as the defaultnid 
5231,merg from master to do not mergennadd cpumodel to avd run system imagesnid 
5232,add depend gener to aapt for rjavannmak aapt gener a depend file in the locat specifiednbi rclassdir for rjava if the generatedepend flag is setnthi depend file is then read by the ant exec loop tasknto see whether to recreat rjavanid 
5233,add depend check to ant tasksnnthi chang add a basetask class that ha built in mechanismsnfor queri whether the depend have chang It doesnthi by manag a dependencygraph class which repres a setnof target and their prerequisit and can test to see if an updatencondit ha occurrednid 
5234,add check for darwinnndetect byte endian when compil in mode in mac OS X leopard environ or abov allow compil of host binariesnin these environ without ani chang from it default stocknconfigurationnnthi chang requir that the binari be built in but itndo allow thi one could still use gccselect with the sdkninstal on snow leopard to compil in modenid 
5235,config enabl pppopn for vpn and remov unus ipsec optionsn 
5236,arm omap mmc add support for controllernnnedoffbi madhusudhan chikkatur dmitri shmidt 
5237,forward compat with new python set modulennbegin with python the modul is deprec thi changenwil attempt to check if is alreadi import If not it will fallnback to previou behavior for python httpdocspythonorgdevlibrarysetshtmlmodulesetsnid 
5238,forc for qemu build on mac OS xnnthe android build of qemu forc sdk but specifi a gccnversion thi work fine for mac OS X but fail for 
5239,arm add platform data and use driver for btnnnedoffbi pavan savoy 
5240,arm msm camera color tune updat AE flash fixnnnedoffbi iliyan malchev 
5241,bluetooth ensur that hci sysf adddel is preempt safennus a differ workstruct variabl for addconn and delconn andnus singl work queue instead of two for ad and delet connectionsnnit elimin the follow error on a preemptibl kernelnn unabl to handl kernel null pointer derefer at virtual address pgd intern error oop preemptn modul link in vfat fat rfcomm sco sdmod scsimod iphb drm omaplfb psn cpu not taint PC is at LR is at pc lr psr sp ip fp flag nzcv irq on fiq on mode isa arm segment kerneln control tabl dac process btdelconn pid stack limit roger quadro marcel holtmann 
5242,support new devic modelnnthi patch chang in to supportn i new devic modeln ii gpio code cleanup to make it more architectur independentn iii chang pixel clock to avoid underflow when you enablenmirrorn iv hfb vfb hbp vbp chang accord nec ad panel lcdenabl and disabl codenii ad omapvout to support omap ad gpio coden 
5243,fix issu No interleav to file for just one tracknnth patch effici reduc latenc when play pure video filesnwhil they are record test show that pure video content arenok file with audio and video are unchangedn 
5244,bluetooth increas timeout for legaci pair from second to secondsnnlegaci pair is a bit of a problem becaus on the incom end it isnimposs to know pair ha hci event connect request plen bdaddr class type hci command accept connect request plen bdaddr role role hci event command statu plen accept connect request statu ncmd hci event role chang plen statu bdaddr role role hci event connect complet plen statu handl bdaddr type acl encrypt hci command read remot support featur plen handl hci event page scan repetit mode chang plen bdaddr mode hci event command statu plen read remot support featur statu ncmd hci event max slot chang plen handl slot hci event read remot support featur plen statu handl featur hci command remot name request plen bdaddr mode clkoffset hci event command statu plen remot name request statu ncmd hci event remot name req complet plen statu bdaddr name hci command disconnect plen handl reason are some mainlin patch such as add differ pair timeout fornlegaci pair but they do not address the hci sequenc abovenni think the real solut is to avoid use createbond and instead makenth profil connect immedi thi way both side will use a longerntimeout becaus there is a higher level connect in progress and we willnnot end up with the useless hci sequenc abovennnedoffbi nick pelli 
5245,arm msm camera fix croppingbuff length verificationnnnedoffbi iliyan malchev 
5246,net wireless bcmdhd set proper read barriernnsmpreadbarrierdepend is empti and doe nothingnnnedoffbi dmitri shmidt 
5247,net wireless bcmdhd fix memori leak in case of dhdbu failurennnedoffbi dmitri shmidt 
5248,net wireless prevent work thread to run dure suspend pathnnnedoffbi dmitri shmidt 
5249,scriptcompat output for list avd and list targetsnnthi add the follow option to the androidncommand line to make it easier to use the outputsnfrom scriptsnn$ android list avd compact nulln$ android list target compact nullnnth short version is or c output just the avd name or thentarget identifi usabl for target argumentsnwith no other inform one per linennnul or switch eol from n to which allowsnscript to process target name with space usingnxarg or similarnid 
5250,fix sdkmanag unit test refactor avdinfonna coupl issu with the current unit testsn It wa correctli alloc a temporari sdk foldern It wa correctli creat temporari avd in a temp foldern howev it wa still use the regular avd root for then avd ini file and leav them behindn minor window dirsep issuennthi replac the sdkmanagertestutil class by annew base testclass specif to sdk test that createsnboth the temporari sdk and avd manag and correctli overridesnth avd rootnnon issu is that we have differ way to find what thencorrect avd root is and the default path use for an avdinfonwher setup use static method make them imposs tonoverrid in unit testsnthi refactor avdinfo out of avdmanag and most a singl nonstat method avdmanagergetbaseavdfoldernthat is use to know where avd should be storednid 
5251,rfkill add fm rfkill entri to drivernnnedoffbi pavan savoy nick pelli 
5252,pid document taskpgrptasksess is not safe without tasklistrcunneven if task current it is not safe to derefer the result ofntaskpgrptasksess We can race with anoth thread which chang thenspeci pid via setpgidsetsidnndocu thi the next patch give an exampl of the unsaf usag wenhav more bad usersnnakpmlinuxfoundationorg codingstyl fixesnnedoffbi oleg nesterov loui rill eric W biederman pavel emelyanov sukadev bhattiprolu roland mcgrath andrew morton linu torvald san mehat 
5253,rfkill add new rfkill type rfkilltypefmnnedoffbi pavan savoy 
5254,fix typo in layerbasehn 
5255,omapfb enabl noncach framebuff memorynnw need to have noncach memori on the framebufferth reason is ifnit is cach when an updat in the screen happen it is possibl thatninstead of read data from ram it will read from cach consequentlynth screen will not show latest updat data in ramn 
5256,pid kill pgrpsession and friendsnnw are wast word in signalstruct without ani reason to implementntaskpgrpnr and tasksessionnrnntasksessionnr ha no caller we can remov itnntaskpgrpnr is still I believ wrongli use in fsautofsx andnfscodannthi patch reimplement taskpgrpnr via taskpgrpnrn and killsnpgrpsess and the relat helpersnnth chang in driverscharttyioc is cosmet but hope make sensenanywaynnnedoffbi oleg nesterov alan cox partsncc cedric Le goater dave hansen eric biederman pavel emelyanov serg hallyn sukadev bhattiprolu roland mcgrath andrew morton linu torvald san mehat 
5257,pid refactor vnrnrn helper to make them safenninho the safeti rule for vnrnrn helper are horribl and buggynntaskpidnrnstask need rcutasklist depend on task currentnna for special pid vnrnrn helper alway need rcu howev ifntask current they are unsaf even under rcu lock we without the special checksnnand almost everi helper ha a callsit which need a fixnnalso it is a bit annoy that the implement of sayntaskpgrpvnr and taskpgrpnrn are not symmetricalnnthi patch introduc the new helper taskpidnrn which is alwaysnsaf to use and turn all other helper into the trivial wrappersnnaft thi send anoth patch which convert tasktgidxxx as are a bit specialnnnedoffbi oleg nesterov loui rill eric W biederman pavel emelyanov sukadev bhattiprolu roland mcgrath andrew morton linu torvald san mehat 
5258,disabl order to boot success with omapdss omapfb and displayndriv we have to disabl the option fail tondis venc on caus omapdss exit in the middl ofnil without ializ display driver and framebufferndrivern 
5259,media video add and for background color set ad for rotat set abov two ioclt are indepth discuss post again with the driver support chroma key ad new flag for thensourc chroma key which is exactli opposit of thenchorma key support by current implement framebuff pixel withnth chromakey color are replac by video pixelsnnwhil for the sourc chroma key video pixel withnth chromakey color are replac by the framebuffernpixelsnnboth are exactli opposit and so are mutual exclusivenncommun comment fix in thi replac by initil min and max valu for other minor comment fixednnnedoffbi brijesh jadav hardik shah vaibhav hiremath 
5260,simplifi copythreadnnfirst argument unus sinc codingstyl fixesnnedoffbi alexey dobriyan andrew morton linu torvald san mehat 
5261,arm camera do not crash when frame skip is disablednnnedoffbi iliyan malchev 
5262,arm video mdp add flag for fgpremultipli alpha blendnnnedoffbi dima zavin 
5263,arm msm rmnet fix compil issu when msmrmnetdebug is not setnnnedoffbi dima zavin 
5264,arm msm camera add getsensorinfo to the control ioctlnnnedoffbi iliyan malchev 
5265,video omap omapfb remov unlock without lock from omapfb drivernnnedoffbi rebecca schultz zavin 
5266,return when block is truen 
5267,tarm add FM rfkill entri to drivernntmodifi driver now creat rfkill entri for both bluetoothn and FM for BT and for fmnn nedoffbi pavan savoy 
5268,add support for acer devicesn 
5269,trfkill rfkill rfkillinput subsystemsnntmodifi includelinuxrfkillhntmodifi netrfkillrfkillinputcntmodifi netrfkillrfkillcnntadd FM as a rfkill type return fm as string for rfkill type fmntnedoffbi pavan savoy 
5270,merg remot branch into dmitri shmidt 
5271,allow toolchain sourc patch in buildtoolchainshnnthi is go to make patchingdebug the toolchain sourcesna lot easiernid 
5272,buildtoolchainsh fix the forcebuild optionnid 
5273,nf xtsocket export the fanci sock finder codennth socket match function ha some nifti logic to get the struct socknfrom the skb or from the connect trackernw export thi so other xt can use it similarli to ho hownxtsocket use nftproxygetsocknid JP abgral 
5274,arm tegra name usb devic clock correctlynnnedoffbi erik gill 
5275,netfilt add xtqtaguid match modulennthi modul allow track stat at the socket level for given uidsnit replac xtownernif the uidown is not specifi it will just count stat base onnwho the skb belong to thi will even happen on incom skb as itnlook into the skb via xtsocket magic to see who own itnif an skb is lost it will be assign to control what socket of what uid are tag by what one usesn echo t $sockfd $accountingtag $thebilleduid n procxtqtaguidctrln So whenev an skb belong to a sockfd it will be account againstn $thebilleduidn and match stat will show up under the uid with the givenn $accountingtagnnbecaus the number of alloc for the stat struct is not that bign app per just do it atom thi avoid walk list mani time andnth fanci worker thread handl slab will grow when need laternnus netdevic and inetaddr notif instead of hook in the core devncod to track when a devic come and goe thi also remov the need fornexpos ifacestathnnput procf dir in procnetxtqtaguidn ctrln statsn uid stat are obtain in statsnid JP abgral 
5276,usb gadget add utmip phi into to fsltegraudcnnnedoffbi erik gill 
5277,netfilt add xtqtaguid match modulennthi modul allow track stat at the socket level for given uidsnit replac xtownernif the uidown is not specifi it will just count stat base onnwho the skb belong to thi will even happen on incom skb as itnlook into the skb via xtsocket magic to see who own itnif an skb is lost it will be assign to control what socket of what uid are tag by what one usesn echo t $sockfd $accountingtag $thebilleduid n procxtqtaguidctrln So whenev an skb belong to a sockfd it will be account againstn $thebilleduidn and match stat will show up under the uid with the givenn $accountingtagnnbecaus the number of alloc for the stat struct is not that bign app per just do it atom thi avoid walk list mani time andnth fanci worker thread handl slab will grow when need laternnus netdevic and inetaddr notif instead of hook in the core devncod to track when a devic come and goe thi also remov the need fornexpos ifacestathnnput procf dir in procnetxtqtaguidn ctrln statsn uid stat are obtain in statsnid JP abgral 
5278,add cpumodel to avd run system imagesnid 
5279,bcmdhd alloc skb with gfpkernel flag if possibl fix for older kernelsnid howard M hart 
5280,arm shole Do not ializ usbnet unless we are in factori modenndo not regist function with android gadget driver if they will not be enablednw requir thi becaus android gadget use the regist function count tondetermin when all function have been installednnthi fix a problem that result in rndi support not be instal afternreen the usbnet drivernnnedoffbi mike lockwood 
5281,bcmdhd fix race condit for sysiocthreadn fix up format and ifdefsnid howard M hart 
5282,disabl the builtin for space reasonsnid 
5283,chang the check statusn 
5284,arm tegra fix oneshot support regist timer mode wa not report to the kernel due to a spuriou commanoperatornninclud the fullsystem irq header file and delet the local redefionsnth local redefion were incorrect for timer and wa and be and the global event timer from hardwar timer to timer tegranmultimedia firmwar use timer and as an event and watchdog timernfor the multimedia engin timer and are avail for OS usagennnedoffbi gari king 
5285,cpufreq fix typonnnedoffbi david turner 
5286,enabl verbos optionnid 
5287,merg branch into arv hjønnevåg 
5288,revert yaff fix yaffsfilewrit to not return enospc when there is noth to writennthi revert commit arv hjønnevåg 
5289,revert yaff fix yaffsfilewrit to not return enospc when there is noth to writennthi revert commit arv hjønnevåg 
5290,yaff import yaff from wed sep charl wed sep rationalis stat gather for nand access doe not instrument mountingnnnedoffbi arv hjønnevåg 
5291,apan fix a few case of call nonatom thing from atomicnnw need to pay special care to not enrag condresch and thenbas nand bb stuff call schedul so that outnnnedoffbi san mehat 
5292,merg branch into arv hjønnevåg 
5293,revert apan send magic sequenc to suspend ramconsol befor we start dump threadsnthi revert commit san mehat 
5294,revert ramconsol disabl consol captur upon receiv a magic sequencenthi revert commit san mehat 
5295,yaff import yaff from wed sep charl wed sep rationalis stat gather for nand access doe not instrument mountingnnnedoffbi arv hjønnevåg 
5296,mm applic will call beginmmsconnect in transactionservicejava consecut while we receiv or send mmsnthen enableapntyp in gsmdataconnectiontrackerjava will be call consecut alsonso we need to check connect statu befor cleanup the connnectionn 
5297,net wireless bcmdhd move pno function prototyp to dhdhnid howard M hart 
5298,rpmsg build onli if TI tiler is presentnnrpmsgomx driver will eventu use ion till thennit depend on titil be configur in the systemnnthi fix the build In function undefin refer to undefin refer to error nishanth menon suman anna 
5299,add privat command supportnid howard M hart dmitri shmidt 
5300,remov trail whitespacenid howard M hart 
5301,add the select fontnnthes patch are to allow to select font set by usernnthes are ui to select font set by usernid 
5302,net wireless bcmdhd fix getcustomizedcountrycod for older kernelsnid howard M hart 
5303,chang the condit to consid neg valu for pidnnin thi test case insert pid can be neg caus fileexist to becom fals and thu result in errornnw modifi the test case so that it consid neg valu of pidn 
5304,add panel width and height to time struct and extract them into varnnadd the panel width and height to the time struct so they can be extractedninto the fbvarscreeninfo struct at timenid rebecca schultz zavin 
5305,add support for set up the batteri charg current through board filenth charg current for is set to madhusudhan chikkatur 
5306,check connect statu befor clean up the connnectionnnth mm applic call beginmmsconnect in transactionservicejavanconsecut while we receiv or send mm then enableapntyp inngsmdataconnectiontrackerjava will be call consecut alsonso we need to check connect statu befor cleanup the connnectionnid 
5307,arm omap mmc add option to chang mmc devic namennnedoffbi dmitri shmidt 
5308,arm omap add and optionnnnedoffbi dmitri shmidt 
5309,yaff updat page read and write count from counter are now updat from yaffsnandnnnedoffbi arv hjønnevåg 
5310,fix buildn 
5311,support VC adapt with differ power icnncurr omap smartreflex driver onli support TI tritonnpow IC add a callback to make it possibl to usendiffer power and use differ set tonconfigur voltag control for dvfsnnboard file can setup a new function to have differ settingsnon SR to configur their power IC for voltag scalingnnnedoffbi chunqiu wang 
5312,add the select fontnnthes patch are to allow to select font set by usernnthes are the ui to select font set by user these are ad innth set menunnam import revis translat DO not mergenn commit import revis translat DO not mergenid 
5313,ramconsoleapan ensur ramconsol doe not get clutter by apan threadsnnnedoffbi san mehat 
5314,video dss ret on idl enabledis dss clock onli when needednnnedoffbi mike chan 
5315,ad more proprietari librariesnnwifi and the led light of the htc dream should work whennextra librari are extract from the htc dream and addednto the system imagennthes chang are base on can be seen as an addit to the 
5316,yaff updat page read and write count from counter are now updat from yaffsnandnnnedoffbi arv hjønnevåg 
5317,tsmux check that ldisc is open befor send data over it ttynid erik gill 
5318,chang the way the phone app determin when to skip ring while ring fornincom phone call to fix a problem where a long ial delay befor thenfirst ring a busi phone would caus the phone to needlessli skip successivenr In short the phone app wa consid the synthet delay time asna period where it wa activ ring caus the phone to not queuensuccess ring event trigger by the ril which themselv would have beenndelay so would not have overlappednnfor a more thorough explan pleas see the writeup 
5319,arm defconfig sholesdefconfig enabl slab list debuggingnnnedoffbi san mehat 
5320,tsmux check that ldisc is open befor send data over it ttynid erik gill 
5321,vold fix a bug of crashnnth condit to quit the for loop is is nullnnot fs itselfnid 
5322,setcornerradii should be call when either of corner radiu is specifiedna and thu while check for condit it should be ore and not andednnit solv android issu 
5323,revert platomap gpio configur gpio wakeup when go into idl suspendnnthi revert commit for perform reasonsnnnedoffbi mike chan 
5324,revert platomap gpio configur gpio wakeup when go into idl suspendnnthi revert commit got some patch order wrong thi patch is not need anymorenand actual caus harm for idl latencynid mike chan 
5325,dspbridg cach oper against kernel address instead of on the discussionn export followpag for dspbridg cach operationnnnedoffbi hiroshi doyu pick from commit 
5326,dspbridg cach against kernel address fixnnreplac pageaddress with kmap to get address in case of high mem allocationnnnedoffbi fernando guzman lugo 
5327,writedatastream modif to support dtcp streamingn 
5328,remov unus code and build filesn 
5329,writedatastream modif to support dtcp stream minor addit chang 
5330,remov nonopencor test casesn 
5331,memori leak in video telephoni enginen 
5332,writedatastream modif to support dtcp stream minor addit chang 
5333,rtsp amrnb stream can not start playback need to seek then playback startn 
5334,crash in video telephoni enginen 
5335,fix issu 
5336,dream prebuilt updat prebuilt kernel and wlanko for cupcakenn thi build is base off kernel sha wlan driver sha san mehat 
5337,fix for clean up audio track of kill processesnna detail descript of the problem thi patch fix can be found 
5338,arm msm kgsl insert the idl packet onli when gener irqnnw should onli insert the idl packet that prevent rbbm error in thencondit case when gener irqnid dima zavin 
5339,net wireless ignor sever set for softap modennnedoffbi dmitri shmidt 
5340,implement support for receiv html email from exchang mobil syncnneassyncservicejava updat activesync version less under to requestnmimedata instead of default to text onlynnemailsyncadapterjava pars mime bodi content when tagsemailmimedata isnencount appropri popul messagemhtml or messagemtextnid 
5341,fix last charact of password field be visibl after rotationnnthi is a fix for note thatnthat issu wa declin without comment but the bug while incred minorndo exist thi can be seen on the facebook app as well as mani third parti appsnid 
5342,improv errorhandl in javadoc for the state that it will trynto be toler to broken syntax instead of return an errorna in an uncheck except In some rare case where theninput is clearli incorrect the token throw anstringindexoutofboundsexcept which wa found duringnon of the monkey test run thi commit fix that crashnand teach the token to just continu to run anyway twonsimpl junit testcas ha also been ad for test thendefault and the errorn casen 
5343,bionic on pthreadjoin avoid extra check in case we find the threadnn by use similar logic as use in pthreaddetachnnnedoffbi andré goddard rosa 
5344,further fix for build opencor on and 
5345,osclassert when play audio onli content on player in debug mode check amr and aac formatsn 
5346,gpu pvr revert to drivernnthi revert commit revert commit erik gill 
5347,arm defconfig shole enabl latencytopnnnedoffbi san mehat 
5348,arm defconfig shole enabl kernel memleak detect in defconfignnnedoffbi san mehat 
5349,version updat for sdkinfo header file and playerdriv document updatesn 
5350,remov nonopencor test casesn 
